Name,Longitude,Latitude,Catenary
-123.0638470134628_44.04802609166963,-123.063847,44.04802609,0
-123.10804673953896_44.05779527583565,-123.1080467,44.05779528,0
-123.15816369803602_44.10154325401387,-123.1581637,44.10154325,0
-123.20147978999476_44.2292928872626,-123.2014798,44.22929289,0
-123.16478181221127_44.28074264405279,-123.1647818,44.28074264,0
-123.10827008946468_44.542189523726016,-123.1082701,44.54218952,0
-123.10146021192575_44.631146161962164,-123.1014602,44.63114616,0
-123.05835396192582_44.67111019087857,-123.058354,44.67111019,0
-123.01052939443935_44.71568819251262,-123.0105294,44.71568819,0
-122.99432588428003_44.73446771635652,-122.9943259,44.73446772,0
-122.94291489722632_44.79552653231097,-122.9429149,44.79552653,0
-122.99249984376772_44.892784246404275,-122.9924998,44.89278425,0
-123.01425766248157_44.959606882422854,-123.0142577,44.95960688,0
-122.93042936311097_45.08266617510697,-122.9304294,45.08266618,0
-122.75703112473917_45.23181375822705,-122.7570311,45.23181376,0
-122.67897636417496_45.26770813911009,-122.6789764,45.26770814,0
-122.66226438780187_45.301682873651636,-122.6622644,45.30168287,0
-122.619021831034_45.34844147181828,-122.6190218,45.34844147,0
-122.57520075652819_45.390376596885936,-122.5752008,45.3903766,0
-122.57990844514826_45.4267815469882,-122.5799084,45.42678155,0
-122.64110247102332_45.48078991210605,-122.6411025,45.48078991,0
-122.6630190876249_45.50857438269354,-122.6630191,45.50857438,0
-122.67511180014456_45.528383967139796,-122.6751118,45.52838397,0
-122.70841302685325_45.54899848042518,-122.708413,45.54899848,0
-122.75158256406327_45.568379325615325,-122.7515826,45.56837933,0
-122.70417178485118_45.61242122794393,-122.7041718,45.61242123,0
-122.6929964822053_45.678718527356814,-122.6929965,45.67871853,0
-122.73444301925933_45.732528354773194,-122.734443,45.73252835,0
-122.73935044738452_45.80702552535255,-122.7393504,45.80702553,0
-122.74800971803992_45.8442479073896,-122.7480097,45.84424791,0
-122.75520283035381_45.903599271157546,-122.7552028,45.90359927,0
-122.81979747904253_45.970917464783916,-122.8197975,45.97091746,0
-122.86279738288589_46.0450166770576,-122.8627974,46.04501668,0
-122.87088893265475_46.08775365324042,-122.8708889,46.08775365,0
-122.91376335263266_46.12821952553199,-122.9137634,46.12821953,0
-122.91169957208209_46.16874930112717,-122.9116996,46.1687493,0
-122.90240933644925_46.20754951985544,-122.9024093,46.20754952,0
-122.88756533035269_46.24787151586211,-122.8875653,46.24787152,0
-122.92219530550373_46.3367245149128,-122.9221953,46.33672451,0
-122.9577072888216_46.39031851577055,-122.9577073,46.39031852,0
-122.9595062810607_46.44541911864162,-122.9595063,46.44541912,0
-122.93532689359836_46.50972504631144,-122.9353269,46.50972505,0
-122.91015953180005_46.581166350250776,-122.9101595,46.58116635,0
-122.96632536992458_46.630271251294836,-122.9663254,46.63027125,0
-122.95782207375194_46.7060845699382,-122.9578221,46.70608457,0
-122.93565038501701_46.7554751498894,-122.9356504,46.75547515,0
-122.86269117147657_46.807372722081645,-122.8626912,46.80737272,0
-122.84969789698626_46.95067058950575,-122.8496979,46.95067059,0
-122.69231917943051_47.05563245181071,-122.6923192,47.05563245,0
-122.69014317235151_47.0865454499546,-122.6901432,47.08654545,0
-122.65866216866537_47.12524244463357,-122.6586622,47.12524244,0
-122.61638780353431_47.156894536304044,-122.6163878,47.15689454,0
-122.58333443638557_47.18849767759886,-122.5833344,47.18849768,0
-122.56415061435425_47.23347516242951,-122.5641506,47.23347516,0
-122.52985090661399_47.281471873084605,-122.5298509,47.28147187,0
-122.50245215390443_47.29589341842142,-122.5024522,47.29589342,0
-122.44770843241797_47.267942560064746,-122.4477084,47.26794256,0
-122.43409518024443_47.2431754953156,-122.4340952,47.2431755,0
-122.41222643576265_47.24335826081098,-122.4122264,47.24335826,0
-122.41666351319158_47.243000499996626,-122.4166635,47.2430005,0
-122.23273104140168_47.35276113549581,-122.232731,47.35276114,0
-122.23838781628912_47.20692954384013,-122.2383878,47.20692954,0
-122.36892714679132_47.21689594748413,-122.3689271,47.21689595,0
-122.3966131834237_47.23838441002948,-122.3966132,47.23838441,0
-122.28325520711535_47.50705342978681,-122.2832552,47.50705343,0
-122.28620514335438_47.51148264623635,-122.2862051,47.51148265,0
-122.3139453376186_47.54811456649843,-122.3139453,47.54811457,0
-122.3307671177638_47.56252138504694,-122.3307671,47.56252139,0
-122.3690623153938_47.6259750289146,-122.3690623,47.62597503,0
-122.4022489565981_47.66711391409995,-122.402249,47.66711391,0
-122.37692407341807_47.715285382550306,-122.3769241,47.71528538,0
-122.38078531278357_47.75409444589952,-122.3807853,47.75409445,0
-122.37491900405949_47.82047042113391,-122.374919,47.82047042,0
-122.32727170292469_47.89307057320572,-122.3272717,47.89307057,0
-122.30095782132926_47.94842337307572,-122.3009578,47.94842337,0
-122.2173790335204_47.9794153509275,-122.217379,47.97941535,0
-122.1817660598017_47.9803555886506,-122.1817661,47.98035559,0
-122.18552341708943_48.02989004281998,-122.1855234,48.02989004,0
-122.18127057604042_48.115778179658264,-122.1812706,48.11577818,0
-122.23818542136404_48.19086705371487,-122.2381854,48.19086705,0
-122.33937173132405_48.23254005546919,-122.3393717,48.23254006,0
-122.3656790650994_48.27037378838184,-122.3656791,48.27037379,0
-122.33809348347198_48.42502002288096,-122.3380935,48.42502002,0
-122.32831889330592_48.47068233899866,-122.3283189,48.47068234,0
-122.39345586121988_48.558250341889014,-122.3934559,48.55825034,0
-122.43451422545985_48.608696992851456,-122.4345142,48.60869699,0
-122.48036600095422_48.640334504070026,-122.480366,48.6403345,0
-122.49987465828387_48.66171627997135,-122.4998747,48.66171628,0
-122.49666417108662_48.69542261396954,-122.4966642,48.69542261,0
-122.51419777536462_48.705198382137546,-122.5141978,48.70519838,0
-122.50559385889706_48.72811852373647,-122.5055939,48.72811852,0
-122.4827378883759_48.75067915800731,-122.4827379,48.75067916,0
-122.53472269048703_48.77618554425449,-122.5347227,48.77618554,0
-122.56620299169059_48.80093723359863,-122.566203,48.80093723,0
-122.59036516922869_48.85531331549093,-122.5903652,48.85531332,0
-122.73604934892117_48.98052569927908,-122.7360493,48.9805257,0
-122.77974467905013_49.01333936366808,-122.7797447,49.01333936,0
-122.87616665891647_49.03319837409304,-122.8761667,49.03319837,0
-122.85940864747833_49.08729936940403,-122.8594086,49.08729937,0
-122.8833746042123_49.230170365533056,-122.8833746,49.23017037,0
-122.89652761173656_49.193903368921816,-122.8965276,49.19390337,0
-122.92540862149588_49.14394837456499,-122.9254086,49.14394837,0
-122.89919563597817_49.10353037300651,-122.8991956,49.10353037,0
