Name,Longitude,Latitude,Catenary
-90.20919290538818_38.624543513884596,-90.20919291,38.62454351,0
-90.18692581467177_38.619303859896256,-90.18692581,38.61930386,0
-90.18264681468168_38.635145856143495,-90.18264681,38.63514586,0
-90.18545114479294_38.651254644419865,-90.18545114,38.65125464,0
-90.1909081244797_38.67352337565205,-90.19090812,38.67352338,0
-90.16119781699956_38.67885484700718,-90.16119782,38.67885485,0
-90.08656083078276_38.768580827118065,-90.08656083,38.76858083,0
-90.09426278750112_38.841999153577,-90.09426279,38.84199915,0
-90.12353738601732_38.896358933623695,-90.12353739,38.89635893,0
-90.16255079570013_38.925301802740435,-90.1625508,38.9253018,0
-90.18698678692336_38.95319379954038,-90.18698679,38.9531938,0
-90.15508978870052_39.02770178477273,-90.15508979,39.02770178,0
-90.04538281184524_39.11698676215133,-90.04538281,39.11698676,0
-89.98277725867267_39.16170013513978,-89.98277726,39.16170014,0
-89.96481482832243_39.190123745208,-89.96481483,39.19012375,0
-89.95152789815899_39.21663990262953,-89.9515279,39.2166399,0
-89.92768183507441_39.240445733718396,-89.92768184,39.24044573,0
-89.89250186818727_39.2747050337281,-89.89250187,39.27470503,0
-89.79212150603891_39.42107429918264,-89.79212151,39.4210743,0
-89.76516593897139_39.497677589291634,-89.76516594,39.49767759,0
-89.71131485002657_39.65804023913013,-89.71131485,39.65804024,0
-89.65281586522532_39.77181562497831,-89.65281587,39.77181562,0
-89.64867621010548_39.81462825569135,-89.64867621,39.81462826,0
-89.60946196317629_39.866481614648166,-89.60946196,39.86648161,0
-89.54552926595241_39.9580465860262,-89.54552927,39.95804659,0
-89.38200269867944_40.13376759476882,-89.3820027,40.13376759,0
-89.28064712635695_40.21941624023202,-89.28064713,40.21941624,0
-89.21786005690315_40.27339901382922,-89.21786006,40.27339901,0
-89.02006076907772_40.45888399275662,-89.02006077,40.45888399,0
-88.9919639858665_40.50420045928582,-88.99196399,40.50420046,0
-88.83176008650518_40.609111159319504,-88.83176009,40.60911116,0
-88.72129986509762_40.74407087332144,-88.72129987,40.74407087,0
-88.67695550666747_40.815453297407565,-88.67695551,40.8154533,0
-88.63046887918541_40.889778484281116,-88.63046888,40.88977848,0
-88.5717221632833_40.953090587746054,-88.57172216,40.95309059,0
-88.48112460369934_41.05001290815806,-88.4811246,41.05001291,0
-88.30665230903112_41.18905002267329,-88.30665231,41.18905002,0
-88.15448515322318_41.309397037973525,-88.15448515,41.30939704,0
-88.137183104981_41.348386084647345,-88.1371831,41.34838608,0
-88.11079252792155_41.401049847748595,-88.11079253,41.40104985,0
-88.08798765986197_41.49741353051597,-88.08798766,41.49741353,0
-88.07883296832738_41.52655855637367,-88.07883297,41.52655856,0
-88.05324215417883_41.600211217533975,-88.05324215,41.60021122,0
-87.99897116212752_41.674544201688775,-87.99897116,41.6745442,0
-87.8924901890694_41.720893188456365,-87.89249019,41.72089319,0
-87.8238228501737_41.78179062371022,-87.82382285,41.78179062,0
-87.72461187982792_41.8223922402013,-87.72461188,41.82239224,0
-87.68596443121542_41.82675361489752,-87.68596443,41.82675361,0
-87.64823968445208_41.84694987096449,-87.64823968,41.84694987,0
-87.63844524780644_41.874834147732635,-87.63844525,41.87483415,0
